de_text,en_grtr,tr_llm,tr_llm_comet_score,tr_llm_chrF_score,tr_llm_glsr,tr_llm_glsr_comet_score,tr_llm_glsr_chrF_score
Benachrichtigen Sie die entsprechende Clusterleitung der Abteilung 4.1.,Notify the relevant cluster head in Section 4.1.,Notify the appropriate cluster management of department 4.1.,0.7821,38.26,Notify the relevant cluster head in Section 4.1.,0.9682,100.0
"Die Abteilung 4.3 über zu beseitigende Mängel, je nach Dringlichkeit, telefonisch oder schriftlich per Dienstleistungsauftrag informieren.","Notify Section 4.3 of anything that needs fixing, either by phone or in a written service request if it is less urgent.","Inform department 4.3 about defects to be remedied, according to urgency, by phone or in writing via a service order.",0.7918,30.0,"Inform Section 4.3 regarding defects to be remedied, depending on urgency, by phone or in writing via a service order.",0.8193,34.32
"Beschädigte Türen, Fenster etc. notdürftig reparieren.","Repair any damaged doors, windows, etc. as best you can.","Make makeshift repairs to damaged doors, windows, etc.",0.7732,59.17,"Repair any damaged doors, windows, etc. as best you can.",0.9598,100.0
"Firmen von beschädigten Automaten sollten in Kenntnis gesetzt werden, sofern dies möglich ist.",Any companies that own machines (e.g. ticket or vending machines) that have been damaged should be notified where possible.,"Companies with damaged vending machines should be informed, if possible.",0.7739,39.63,"Companies with damaged vending machines should be notified, as long as this is Potential.",0.6438,42.68
"In den betreffenden Institutionen ist schriftlich der Schaden festzuhalten und sofern dies möglich ist, sind die Gegenstände aufzulisten.","The institutions concerned must make a written record of the damage or loss and, as far as possible, list the items that have been stolen or damaged.","In the relevant institutions, the damage must be recorded in writing and, if possible, the items should be listed.",0.7934,38.67,"In the relevant institutions, the damage must be recorded in writing, and if this is Potential, the items should be listed.",0.7021,35.03
"Einen kurzen Bericht mit den Feststellungen zum Ereignis und den genauen Angaben zu den gestohlenen Gegenständen an den Sachgebiet Sicherheit 4.1 senden, damit die Strafverfolgung bearbeitet werden kann.",Send a short report with your findings concerning the incident and precise details of the stolen items to the Security Unit in Section 4.1 to support the prosecution process.,"Send a brief report with the findings about the incident and the exact details of the stolen items to Security Section 4.1, so that the prosecution can be processed.",0.863,59.58,"Send a short report with the findings on the incident and the exact details of the stolen items to the Security Unit 4.1, so that the prosecution can be processed.",0.8507,66.14
"Formulare und Anträge benötigen keine Unterschrift mehr, sondern müssen lediglich per E-Mail durch die Zeichnungsberechtigten genehmigt werden.",Forms and requests no longer need to be signed and merely require email approval from the authorized signatories.,Forms and applications no longer require a signature; they only need to be approved by the authorized signatories via email.,0.9008,56.7,Forms and applications no longer require a Signature; they only need to be approved by the authorized signatories via Email.,0.8851,55.14
Das Bundesamt für Wirtschaft und Ausfuhrkontrolle (BAFA) hat eine Informationsbroschüre in Zusammenarbeit mit deutschen Forschungseinrichtungen veröffentlicht.,The Federal Office of Economics and Export Control (BAFA) has published an information brochure in partnership with a number of German research institutions.,The Federal Office for Economic Affairs and Export Control (BAFA) has published an information brochure in cooperation with German research institutions.,0.9086,78.12,The Federal Office for Industry and Export Control (BAFA) has published an information brochure in collaboration with German research institutions.,0.9015,74.27
"Hier finden Sie unsere Sprachkurse, angeboten an der Universität Bonn und im Ausland.",Here you can find details of the language courses that we offer at the University of Bonn and abroad.,"Here you will find our language courses, offered at the University of Bonn and abroad.",0.9002,64.68,"Here you will find our language courses, offered at the University of Bonn and abroad.",0.9002,64.68
Durch das Erlernen der englischen bzw. der deutschen Sprache erweitern Sie Ihre interkulturelle Kompetenz und lernen sich leichter im Alltag zu orientieren.,Learning English or German as a second language will improve your intercultural skills and make it easier for you to find your way around day to day.,"By learning English or German, you expand your intercultural competence and find it easier to navigate everyday life.",0.858,44.65,"By learning English or German, you expand your intercultural skills and find it easier to navigate everyday life.",0.8668,51.07
"Die Stabstelle Personalentwicklung, Organisationsentwicklung und Gesundheitsmanagement bietet regelmäßig englische Sprachkurse an.","Human Resource Development, Organizational Development and Health Management organizes English language courses on a regular basis.","The staff unit for personnel development, organizational development and health management regularly offers English language courses.",0.8417,60.08,"The Human Resource Development, Organizational Development and Health Management department regularly offers English language courses.",0.9022,81.15
Im Rahmen der Erasmus-Personalmobilität werden auch Intensiv-Englischkurse im englischsprachigen Ausland gefördert.,"In addition, intensive English courses in English-speaking countries are offered as part of Erasmus Staff Mobility.","As part of Erasmus staff mobility, intensive English courses in English‑speaking countries are also supported.",0.8993,69.29,"Within the framework of Erasmus Staff Mobility, intensive english-courses in English‑speaking countries abroad are also supported.",0.8588,64.94
Durch solche Intensivkurse im Ausland können die Teilnehmer*innen darüber hinaus Auslandserfahrung bekommen.,These intensive courses also give participants experience of living abroad.,"Through such intensive courses abroad, participants can also gain experience abroad.",0.8295,61.07,"Through such intensive courses abroad, participants can also gain experience abroad.",0.8295,61.07
Diese Kurse werden als Erasmus Auslandsaufenthalte gefördert.,These courses are eligible for funding as Erasmus stays abroad.,These courses are funded as Erasmus study abroad stays.,0.9016,56.72,These courses are eligible for funding as Erasmus stays abroad.,0.9767,100.0
"Für Rahmenbedingungen, Erasmus-Fördersätze u.ä. besuchen Sie unsere Seite zur Erasmus-Personalmobilität.","See our Erasmus Staff Mobility page for details of conditions, Erasmus funding rates, etc..","For framework conditions, Erasmus funding rates, etc., visit our page on Erasmus staff mobility.",0.92,62.21,"For general information, Erasmus funding rates, etc., please visit our page on Erasmus Staff Mobility.",0.9179,61.83
Für Bewerbungsfristen und aktuelle Ausschreibungen für Englischkurse im Ausland finden Sie Informationen auf der Unterseite Englischkurse in Europa.,The “English courses in Europe” sub-page has details of what English courses abroad are currently inviting applications and what the corresponding deadlines are.,"For application deadlines and current listings of English courses abroad, see the subpage English courses in Europe.",0.8278,52.92,"For application deadlines and current listings of English courses abroad, you can find information on the English courses in Europe subpage.",0.8098,53.56
"Hier finden Sie das Sprachkurs- und Serviceangebot der Abteilung Deutsch als Fremdsprache des Dezernat Internationales für alle internationalen Uni-Angehörigen, die Ihre Deutschkenntnisse erweitern und vertiefen möchten.",Here you can find details of the language courses and other services that the German as a Foreign Language section in the International Office offers to all international members of the University looking to improve and consolidate their German skills.,Here you will find the language course and service offerings of the Department of German as a Foreign Language of the International Division for all international university members who wish to expand and deepen their German language skills.,0.8554,58.16,Here you will find the language courses and service offerings of the German as a Foreign Language Section of the International Office for All international university members who wish to expand and deepen their German proficiency.,0.8302,61.34
Für das Französischkurs-Angebot besuchen Sie die Seite des Institut Français.,See the Institut Français web page for information on what French courses are available.,"For the French course offering, visit the Institut Français website.",0.8436,47.57,"For the French course quotation, visit the page of the Institut Français.",0.7208,46.41
Besuchen Sie die Seite des Sprachlernzentrums für den Zugang zu den Lehrangeboten von Rosetta Stone.,You can gain access to Rosetta Stone language-learning courses by going to the Language Learning Center web page.,Visit the language learning center's page to access Rosetta Stone's teaching offerings.,0.7997,39.7,Visit the language learning centre’s page to access Rosetta Stone’s course offerings.,0.805,40.45
Informieren Sie sich über weitere Sprachangebote auch auf der Website des Deutschen Akademischen Austauschdienstes (DAAD).,Details of other language courses available can be found on the website of the German Academic Exchange Service (DAAD).,Find out about additional language offerings on the German Academic Exchange Service (DAAD) website as well.,0.885,55.48,Get information regarding other language courses also on the website of the German Academic Exchange Service (DAAD).,0.9093,73.47
"Die Universität Bonn fördert im Rahmen ihres Exzellenzprojekts „Internationalisierung der Verwaltung“ die internationale Qualifizierung von Mitarbeitenden in Form von Erasmus+ Personalmobilität, (Virtuellen) Staff Exchange, Sprachqualifizierung und Interkultureller Kompetenz.","As part of its “Internationalization of Administration” Excellence project, the University of Bonn is helping employees to gain international skills and expertise through Erasmus+ Staff Mobility, (virtual) staff exchanges, language training and intercultural competence.","The University of Bonn promotes, within the framework of its excellence project “Internationalization of Administration,” the international qualification of staff through Erasmus+ staff mobility, (virtual) staff exchange, language training, and intercultural competence.",0.8702,69.95,"The University of Bonn, within its excellence project “Internationalization of Administration,” promotes international training for employees through Erasmus+ staff mobility for training, (virtual) staff exchange, language training, and intercultural skills.",0.8472,69.97
"Der Zentrale Übersetzungsservice unterstützt alle Mitarbeiter*innen der Universität Bonn dabei, deutsche Texte ins Englische zu übersetzen und englische Texte zu korrigieren.",The Central Translation Service helps all University of Bonn staff to get German documents translated into English and English texts reviewed and edited.,The Central Translation Service supports all staff members of the University of Bonn in translating German texts into English and correcting English texts.,0.858,60.57,The Central translation-service supports All staff at the University of Bonn in translating German texts into English and correcting English texts.,0.8319,54.33
Außerdem unterstützt das Deutsch-Englische-Glossar bei der einheitlichen Verwendung typischer universitärer  Begriffe.,The German-English Glossary also supports the consistent usage of typical university-specific concepts and terms.,"Furthermore, the German‑English glossary supports the consistent use of typical university terms.",0.884,59.82,"Furthermore, the German‑English glossary aids in the consistent use of typical university terms.",0.8776,54.37
"die Sicherstellung des Arbeits-, Gesundheits- und Brandschutzes.",Ensuring occupational health and safety and fire safety.,"the assurance of occupational, health and fire safety.",0.8848,62.07,Ensuring occupational health and safety and fire safety.,0.9746,100.0
Dazu zählen alle fest mit dem Gebäude verbundenen technischen Einbauten - mit Ausnahme der Datennetze.,including all technical installations fixed permanently to a building apart from data networks.,"This includes all technical installations permanently attached to the building, except for data networks.",0.8758,64.32,This includes all technical installations permanently attached to the building – with Exception of data networks.,0.8364,63.4
Störungen/Reparaturbedarf und jegliche Art von Dienstleistungen melden Sie bitte über das Meldeportal.,"Please use the reporting portal to let us know of any problems, any repairs that are needed and any kind of service that you require.","Please report disturbances, repair needs, and any type of services via the reporting portal.",0.8205,40.18,"Please report any disturbances, repair needs, and all types of Services through the reporting portal.",0.8085,38.34
Gemäß geltenden Rechtsvorschriften (Arbeitsschutzgesetz) und Vorschriften der Unfallkasse (Unfallverhütungsvorschrift „Grundsätze der Prävention“) müssen Arbeiten verschiedener Arbeitgeber*innen zur Vermeidung möglicher Gefährdungen aufeinander abgestimmt sein.,"To avoid possible hazards, the work performed by different employers must be coordinated in accordance with applicable legal provisions (German Occupational Health and Safety Act (Arbeitsschutzgesetz)) and accident insurance fund regulations (Accident Prevention Regulation “Principles of Prevention”).","In accordance with applicable legal regulations (Occupational Safety Act) and the regulations of the accident insurance fund (Accident Prevention Regulation “Principles of Prevention”), the work of various employers must be coordinated with each other to avoid possible hazards.",0.7961,69.76,"According to the applicable legal regulations (Occupational Safety Act) and the regulations of the accident insurance fund (accident prevention regulation “Basic principles of prevention”), work carried out by different employers must be coordinated to prevent possible hazards.",0.7902,60.84
"Die Fremdfirma stellt sicher, dass alle ihre Mitarbeiter*innen über die erforderliche Sachkunde zur Ausführung der Vertragsarbeiten verfügen und weist dies auf Verlangen der Universität nach.",The contractor shall ensure that all its employees have the expertise required to perform the contract work and shall provide proof of this upon request by the University.,The external company ensures that all its employees have the required expertise to carry out the contractual work and will provide proof of this upon the university's request.,0.8888,65.39,The external company ensures that all its employees possess the required expertise regarding the execution of the contract work and provides proof of this upon the University's request.,0.8856,62.3
"Sollten Sie Fragen haben, melden Sie sich gerne telefonisch bei uns.",You are welcome to call us if you have any questions.,"If you have any questions, feel free to call us.",0.9318,63.38,You are welcome to call us if you have any questions.,0.9707,100.0
Der Transport von Gefahrengütern und Chemikalien muss grundsätzlich getrennt von der Personenbeförderung erfolgen.,Hazardous goods and chemicals must always be transported separately from passengers.,The transport of hazardous goods and chemicals must generally be kept separate from passenger transport.,0.8945,69.36,The transport of hazardous goods and chemicals must generally be kept separate from passenger transport.,0.8945,69.36
Der Anwendungsbereich findet sich in Gebäuden mit mehreren Etagen um den Transport zu vereinfachen oder um eine Barrierefreiheit herzustellen.,Elevators are used in buildings with several floors to make transporting items easier or ensure accessibility.,The scope of application is found in multi‑story buildings to simplify transport or to provide accessibility.,0.6813,36.88,The application area is in multi‑storey buildings to simplify transport or to provide accessibility.,0.6992,38.53
Ggf. mit direkter Alarmierung der Feuerwehr zur Vermeidung von Personen und höheren Sachschäden.,potentially including a mechanism to alert the fire service directly to prevent injury and major property damage.,"If necessary, with direct alerting of the fire brigade to prevent injuries to people and greater property damage.",0.7867,45.62,"If necessary, directly alert the fire brigade to prevent casualties and greater property damage.",0.8261,45.15
"Elektrische Anschlüsse aller Art, wie Festanschlüsse für größere Verbraucher*innen in Laboren und Werkstätten.","Electrical connections of all kinds, such as fixed connections for major consumers in laboratories and workshops.","Electrical connections of all kinds, such as fixed connections for larger consumers in laboratories and workshops.",0.9006,93.13,"Electrical connections of all types, such as fixed connections for larger loads in laboratories and workshops.",0.8457,78.75
Über die Equipmentnummer stehen uns schnell alle hinterlegten Daten zur Verfügung.,We can access all the stored data quickly via the unique number assigned to each piece of equipment.,The equipment number gives us quick access to all the stored data.,0.8392,42.17,"Regarding the equipment number, we can quickly access All stored data.",0.7856,38.93
Beleuchtungsanlagen der Universität im Innenbereich und Außenbereich (außer Leuchtmittelwechsel).,light fittings inside and outside University premises (excluding changing light bulbs).,University lighting installations indoors and outdoors (excluding lamp replacement).,0.8385,41.25,light fittings inside and outside University premises (excluding changing light bulbs).,0.9601,100.0
Bei Störungen oder Ausfällen ist ein Dienstleistungsantrag mit einer genauen Problem-Beschreibung über das Meldeportal zu erstellen.,"If anything develops a fault or stops working altogether, please create a service request in the reporting portal containing a precise description of the problem.","In the event of disruptions or failures, a service request with a detailed problem description must be submitted through the reporting portal.",0.8605,41.66,"In the event of disturbances or failures, a service request with a detailed problem description must be submitted through the reporting portal.",0.8577,41.47
"Wir überwachen Gebäude mit hohen Energieverbräuchen und planen Maßnahmen, die den Energieverbrauch reduzieren und die Energieeffizienz maximieren.",We monitor buildings that consume a lot of energy and plan ways to reduce this consumption and make them as energy-efficient as possible.,We monitor buildings with high energy consumption and plan measures that reduce energy use and maximize energy efficiency.,0.8721,50.71,We monitor buildings with high energy consumption and plan measures that reduce energy use and maximize energy efficiency.,0.8721,50.71
Bitte erstellen Sie einen Dienstleistungsantrag über das Meldeportal.,Please create a service request on the reporting portal.,Please submit a service request via the reporting portal.,0.9221,71.84,Please create a service request on the reporting portal.,0.9709,100.0
ist ein Dienstleistungsantrag über das Meldeportal mit Angabe der Equipmentnummer des Feuerlöschers zu erstellen.,"you should create a service request on the reporting portal, indicating the equipment number on the fire extinguisher.","A service request must be created via the reporting portal, specifying the equipment number of the fire extinguisher.",0.8714,71.38,"A service request regarding the reporting portal, specifying the equipment number of the fire extinguisher, must be created.",0.8285,70.03
Die Equipmentnummer befindet sich neben dem Feuerlöscher an der Wand.,You will find this on the wall next to the extinguisher.,The equipment number is located next to the fire extinguisher on the wall.,0.802,55.1,You will find this on the wall next to the extinguisher.,0.9581,100.0
"Dazu gehören: alle Anlagen, die der Zufuhr von Heizwärme dienen.",This includes: all equipment designed to supply heat.,This includes: all installations that serve the supply of heating.,0.9041,45.35,This includes all installations that serve the supply of heating.,0.8966,38.86
"Trinkwasser, Laborwasser, Abwasser und Erdgas führende Anlagen; WC-Anlagen und Duschen.","Equipment and facilities carrying drinking water, laboratory water, wastewater and natural gas; toilets and showers.","Drinking water, laboratory water, wastewater and natural gas main facilities; toilet facilities and showers.",0.8754,74.79,"Primary drinking water, laboratory water, wastewater and natural gas systems; toilet facilities and showers.",0.8855,75.81
Bei einer mechanischen Lüftung wird frische Außenluft mittels Ventilatoren angesaugt und mithilfe Belüftungskanälen und Ventilatoren im Gebäude verteilt.,"With mechanical ventilation, fresh air is sucked in from outside with the help of fans and distributed within the building using more fans and ventilation ducts.","In a mechanical ventilation system, fresh outdoor air is drawn in by fans and distributed throughout the building using ventilation ducts and fans.",0.8793,57.44,"In a mechanical ventilation system, fresh outdoor air is drawn in by fans and distributed throughout the building using ventilation ducts and fans.",0.8793,57.44
"Erzeugen mittels eines Kompressors kalte Luft oder kaltes Wasser, das zur Kühlung von Prozessen/Geräten/Raumluft etc. benötigt wird.","These use a compressor to generate cold air or cold water needed to cool processes, equipment, the indoor air, etc.","Produce cold air or cold water using a compressor, which is needed for cooling processes, equipment, room air, etc.",0.8917,60.04,"Produce cold air or cold water using a compressor, which is required for cooling processes, equipment, room air, etc.",0.8879,56.79
"Dienen der Erzeugung und Aufrechterhaltung einer angenehmen oder benötigten Raumluft-Qualität (bezüglich Temperatur, Feuchtigkeit).",They are used to generate and maintain a pleasant or required quality of indoor air (in terms of temperature and humidity).,"Serve the generation and maintenance of a pleasant or required indoor air quality (with respect to temperature, humidity).",0.9007,58.02,Serve to generate and maintain a pleasant or required indoor air quality (with respect to temperature and humidity).,0.9142,72.4
Sie schaffen in Gebäuden/Räumen etc. die notwendigen Umgebungsbedingungen für technische Anlagen/Prozesse/Experimente/biologisches Material etc. oder ein für den Menschen angenehmes Raumklima.,"Within buildings, rooms, etc., they create the ambient conditions required for technical systems, processes, experiments, organic material, etc. or a pleasant room climate for the people working in them.","They provide the necessary environmental conditions in buildings/rooms, etc., for technical systems, processes, experiments, biological material, etc., or a room climate that is comfortable for people.",0.8531,59.0,"They establish the required environmental conditions in buildings, rooms, etc., for technical attachments, processes, experiments, biological material, and so on, or a room climate that is pleasant for humans.",0.8293,56.83
Melden Sie sich gerne bei uns und wir helfen Ihnen weiter!,"please do not hesitate to get in touch with us, and we will help you out.",Feel free to get in touch with us and we will help you further!,0.8812,58.49,Feel free to contact us and we'll help you further!,0.8484,25.9
Bei Störungen oder Ausfällen der unten genannten Anlagen ist ein Dienstleistungsantrag mit einer genauen Problem-Beschreibung über das Meldeportal zu erstellen.,"If any of the systems listed below develop a fault or stop working altogether, please create a service request in the reporting portal containing a precise description of the problem.","In the event of malfunctions or failures of the facilities listed below, a service request with a detailed problem description must be submitted through the reporting portal.",0.8514,45.36,"In the event of disturbances or failures of the attachments listed below, a service request with a detailed problem description must be submitted via the reporting portal.",0.8238,45.43
"Um den Workflow rund um die noch vorhandenen digitalen PDF-Anträge zu erleichtern, kann der unten aufgeführte Prozess via E-Mail verwendet werden.",The email-based process explained below can be used to simplify the workflow for requests that are still to be submitted electronically as PDFs.,"To streamline the workflow around the remaining digital PDF applications, the process listed below can be used via email.",0.8196,37.3,"To simplify the workflow surrounding the remaining digital PDF applications, the process listed below can be used via Email.",0.8161,42.17
"Wir arbeiten weiterhin hart daran, PDF-Formulare durch komplett digitalisierte Formulare zu ersetzen, welche an bereits bestehende Datenbanken angebunden werden können.",We are still working hard to replace PDF forms with fully digitized equivalents that can be linked to existing databases.,We continue to work hard to replace PDF forms with fully digitized forms that can be linked to existing databases.,0.9173,75.32,We continue to work hard to replace PDF forms with fully digitized forms that can be linked to existing databases.,0.9173,75.32
"Bis dahin bitten wir Sie um etwas Geduld, die sich lohnen wird, wenn die entsprechenden Daten dann nicht nur digital eingeben werden können, sondern auch gleichzeitig bereits in Datenbanken hinterlegt werden können.","Until then, we would ask for your patience. Rest assured that the wait will definitely be worth it when the corresponding data can not only be entered online but also stored in databases there and then.","Until then, we ask you to be a little patient, which will be worthwhile when the relevant data can not only be entered digitally, but can also already be stored in databases simultaneously.",0.8105,47.18,"Until then, we ask for a bit of patience, which will be worth it when the relevant data can not only be entered digitally, but also at the same time already be stored in databases.",0.8301,53.17
"Es reicht, wenn jeder Zeichnungsberechtigte eine entsprechende E-Mail von seinem eigenen Account sendet und alle weiteren Empfänger*innen weiterhin in Cc führt.",All that now needs to happen is for every authorized signatory to send a corresponding email from their account and keep all other recipients in cc.,It is sufficient if each authorized signatory sends a corresponding email from their own account and continues to keep all other recipients in CC.,0.8059,64.7,It is sufficient that each authorized signatory sends the appropriate Email from his own account and keeps all other recipients in Cc.,0.783,52.52
Dieser Prozess gilt nur für und zwischen Mitarbeiter*innen der Universität Bonn.,this process is only valid for and among University of Bonn staff.,This process applies only to and between employees of the University of Bonn.,0.8938,48.75,This process applies only to and between employees at the University of Bonn.,0.8858,48.75
"Formulare und Anträge benötigen keine Unterschrift mehr, sondern müssen lediglich per E-Mail durch die Zeichnungsberechtigten genehmigt werden.",Forms and requests no longer need to be signed and merely require email approval from the authorized signatories.,"Forms and applications no longer require a signature, but must simply be approved by the authorized signatories via email.",0.8916,52.61,Forms and applications no longer require a Signature; they only need to be approved by the authorized signatories via Email.,0.8851,55.14
Das Portal löst das alte Intranet ab und führt alle Informationen und Services rund um die Universitätsverwaltung themenorientiert zusammen.,"Replacing the old intranet, the portal brings together all the information and services relating to central administration and arranges them neatly by topic.",The portal replaces the old intranet and brings together all information and services related to university administration in a topic‑oriented manner.,0.8796,61.02,The portal replaces the old intranet and consolidates all information and services related to university administration in a topic‑oriented manner.,0.8709,52.67
So können auch Nutzende ohne Struktur- und Organisationskenntnisse schnell und einfach die benötigten Informationen auffinden können.,This means that even users without an in-depth knowledge of the University’s setup can find what they need quickly and easily.,"Thus, even users without knowledge of structure and organization can quickly and easily find the required information.",0.8376,45.16,"Thus, even users without structural and organizational knowledge can quickly and easily find the information they need.",0.8479,47.33
Aktuell liegt beispielsweise ein Fokus auf dem Ausbau der englischsprachigen Version des Portals.,"One of the current areas of focus, for example, is expanding its English-language version.","Currently, for example, the focus is on expanding the English-language version of the portal.",0.8765,62.66,"Currently, for example, the focus is on expanding the English-language version of the portal.",0.8765,62.66
„Das Serviceportal ist ein Meilenstein für unsere Universität.,“The Service Portal is a landmark achievement for our University.,The service portal is a milestone for our university.,0.8958,42.64,The Service Portal is a landmark achievement for our University.,0.954,98.5
"„Ich bin stolz auf das Projektteam, das mit großem Einsatz einen sehr wertvollen Beitrag zum Erfolg unserer Uni geleistet hat.","“I’m proud of the project team, who have made a highly valuable contribution to the success of our University with their hard work and dedication.","I am proud of the project team, which, with great dedication, has made a very valuable contribution to the success of our university.",0.9129,67.61,"I am proud of the project team, which, with great dedication, has made a very valuable contribution to the success of our university.",0.9129,67.61
Sicher haben Sie schon mal gespinkst oder mussten Informationen finden und haben dafür das neue Serviceportal genutzt?!,"We bet you’ve already had a quick peek or used the new Service Portal to find that piece of information you needed, haven’t you?",Surely you've already taken a leak or needed to find information and used the new service portal for that?!,0.6533,42.3,Surely you've already taken a leak or needed to find information and used the new Service Portal for that?,0.6637,49.18
"Wir hoffen, Sie haben schnell gefunden, was Sie brauchen und fühlen sich gut informiert!",We hope it didn’t take long for you to get to what you were looking for and you now have all the answers.,We hope you quickly found what you need and feel well informed!,0.8032,21.81,We hope you quickly found what you needed and feel well informed!,0.8065,21.91
"Bei Schwierigkeiten, Fragen oder Anmerkungen, schreiben Sie gerne an serviceportal@verwaltung.uni-bonn.de oder wenden sich an Lena Zimmer, T: 73-5725 oder Daniel Epple, T: - 5787.","If you have any problems, questions or comments, please don’t hesitate to email serviceportal@verwaltung.uni-bonn.de or call Lena Zimmer on 73-5725 or Daniel Epple on 5787.","If you encounter difficulties, have questions or comments, feel free to write to serviceportal@verwaltung.uni-bonn.de or contact Lena Zimmer, phone 73‑5725, or Daniel Epple, phone – 5787.",0.8743,59.39,"If you have any difficulties, questions or comments, feel free to write to serviceportal@verwaltung.uni-bonn.de or contact Lena Zimmer, tel: 73‑5725, or Daniel Epple, tel: 5787.",0.8828,63.79
Die Abteilung für Wissenschaftskommunikation freut sich über Ihre Anfrage!,The Science Communication section is looking forward to hearing from you.,The Department of Science Communication is pleased to receive your inquiry!,0.845,43.86,The Science Communication section is looking forward to hearing from you!,0.9505,98.35
"Universitätsangehörige sind immer wieder aufgefordert, mit verschiedenen Zielgruppen, Multiplikator*innen und Stakeholdern zielgerichtet zu kommunizieren.","Members of the University often find themselves having to communicate with various target groups, multipliers and stakeholders.","University members are repeatedly asked to communicate purposefully with various target groups, multipliers, and stakeholders.",0.8536,65.0,"University members are repeatedly urged to communicate purposefully with various target groups, multipliers and stakeholders.",0.85,66.99
"Die Kommunikationsberatung zeigt, wie Sie ihr Interesse zielgerichtet und effektiv vertreten können.",Communications advice can show you how you can represent your interests in a targeted and effective way.,The communications consultancy shows how you can represent your interest in a focused and effective way.,0.8564,68.44,The communications-advice shows how you can represent your interest in a focused and effective manner.,0.8697,67.4
"Beispielsweise dann, wenn sich Uni-Angehörige fragen, ob sie mit dem aktuellen Förderantrag Mittel für Wissenschaftskommunikation / PR beantragen sollen.","For example, when members of the University ask whether they are expected to apply for funding for academic communication or PR activities with their current funding application.","For example, when university staff wonder whether they should request funds for science communication/PR in the current grant application.",0.8342,44.76,"For example, when university staff wonder whether they should request funds for science communication/PR in the current funding application.",0.8482,49.66
"Wenn ein künftiges teilnehmerfinanziertes Master-Programm vor der Akkreditierung steht und sich bereits Fragen zur Kommunikationsarbeit stellen, sowohl inhaltlich als auch personell und finanziell.",When an upcoming participant-funded master’s program is about to undergo accreditation and questions about communications work—concerning content as well as personnel and finances—have already begun to emerge.,"If a future participant‑financed master’s program is pending accreditation and questions about communication work already arise, both regarding content and regarding personnel and finances.",0.7921,60.49,If a forthcoming participant‑funded master’s program is awaiting accreditation and questions about its communication work are already arising—both regarding content and staffing and financing.,0.7858,57.29
Oder wenn ein Projektabschluss bestimmten Zielgruppen gegenüber wirksam positioniert soll - dann kann eine Kommunikationsberatung helfen.,Or when the completion of a project needs to be showcased effectively to certain target groups—these are all situations in which communications advice can help.,"Or if a project completion is to be effectively positioned toward certain target groups, then a communications consultancy can help.",0.818,52.53,"Or, if a project’s completion needs to be positioned effectively for certain target groups, then communications‑advice can help.",0.8436,58.84
Es entsteht ein Zeitplan sowie ein Überblick zu den voraussichtlichen Kosten.,producing a timetable and an overview of likely costs.,A schedule and an overview of the anticipated costs are being created.,0.8494,45.28,Producing a timetable and an overview of likely costs.,0.9516,97.7
"Der Nutzen für die Uni-Kolleg*innen kann darin bestehen, sich einen Umweg gespart zu haben, eine gute Idee oder einen hilfreichen Kontakt mitzunehmen, am (vorläufigen) Beratungsende ein Kommunikationskonzept zu haben sowie zielgerichtet eine Kampagne zu starten.","University colleagues can benefit in various ways: saving themselves time and effort, acquiring a good idea or useful contact, having a communications concept in place at the (provisional) end of the consultation, or launching a campaign in a targeted way.","The benefit for the university colleagues can be that they have saved themselves a detour, taken a good idea or a helpful contact, have a communication concept at the (preliminary) end of the consultation, and can launch a campaign in a targeted way.",0.8221,60.38,"The benefit for university colleagues may be that they avoid an unnecessary detour, gain a good idea or a useful Contact, have a communication concept ready at the (preliminary) end of the consultation, and be able to launch a targeted campaign.",0.8111,52.43
"Für die spezifischen Anforderungen eines Kanals (z.B. Instagram, Newsletter, forsch) oder eines bestimmten Medienproduktes (Pressemitteilung, Podcast, Post) sind wie bisher die jeweils zuständigen und erfahrenen Kolleg*innen der Fachabteilungen die richtigen Ansprechpartner.","the relevant, highly experienced colleagues in the specialist departments are still your go-to contacts for the specific requirements of a channel (e.g. Instagram, the newsletter or “forsch”) or a particular media product (press release, podcast, post).","For the specific requirements of a channel (e.g., Instagram, newsletter, research) or a particular media product (press release, podcast, post), the responsible and experienced colleagues in the respective specialist departments are still the right points of contact.",0.8528,76.73,"For the specific requirements of a channel (e.g., Instagram, newsletter, forsch) or a particular media product (press release, podcast, post), the appropriate contacts remain the responsible and experienced colleagues in the respective specialist departments.",0.8311,75.16
Sie helfen - teils mit Unterstützung externer Dienstleister – auch bei der Herstellung eines konkreten Medienproduktes.,"They will also help you to create a tangible media product, bringing in external service providers where necessary.",You help – partly with the support of external service providers – also in the production of a specific media product.,0.7664,43.01,"They also help, partly with the support of external service providers, in producing a specific media product.",0.8089,47.69
Ob klassisch per Pressemitteilung oder per Podcast und Video - das Team der Hochschulkommunikation steht Ihnen bei allen Anliegen rund um das Thema Kommunikation nach innen und nach außen zur Verfügung!,"whether we go down the traditional route of the press release or make a podcast or video. Either way, the University Communications team will be happy to help you with anything to do with internal or external communication.","Whether through a traditional press release or a podcast and video, the university communications team is available to assist you with any matters related to internal and external communication.",0.8558,52.87,"Whether it's a traditional press release or a podcast and video, the University Communications team is available to assist you with any subject of inquiry concerning the topic of internal and external communication.",0.8335,56.18
Wir möchten Ihnen die Arbeit erleichtern!,We want to make life easier for you.,We want to make your work easier!,0.9194,54.51,We want to make life easier for you.,0.9798,100.0
