de_text,en_grtr,en_tr_llm
Aktuell liegt beispielsweise ein Fokus auf dem Ausbau der englischsprachigen Version des Serviceportals.,"One of the current areas of focus, for example, is expanding its English-language version.","Currently, for example, the focus is on expanding the English-language version of the service portal."
"Um den Übergang hin zu vollständig digitalen Prozessen so effizient wie möglich für Sie zu gestalten, können aber ab sofort sämtliche über das Serviceportal verfügbaren Anträge und Formulare im PDF-Format per E-Mail und ohne Unterschrift zur Bearbeitung an die Antragsbearbeiter*innen in der Verwaltung versendet werden.","In order to make the switch to fully digital processes as efficient as possible for you, however, all requests and forms available on the Service Portal can now be emailed as PDFs to the relevant administrative staff for processing without needing to be signed.","To make the transition to fully digital processes as efficient as the potential allows for you, you can now send all applications and Forms available via the Service Portal in PDF format by Email and without Signature to the application processors in the administration for the process."
Sie müssen hierzu lediglich die Genehmigungen der Zeichnungsberechtigten per E-Mail einholen und den entsprechenden Verlauf an die bearbeitende Stelle senden.,All you need to do is obtain approval from the authorized signatories by email and send the relevant workflow to the office or person responsible for processing it.,You only need to obtain the approvals from the authorized signatories via Email and forward the relevant record to the processing department.
Mit dem Go-live bildet das Serviceportal noch nicht alle Inhalte vollumfänglich ab.,The Service Portal will not yet include all content in full when it goes live.,"At go-live, the Service Portal does not yet fully represent all content."
"Sollten Sie auf Probleme und Unstimmigkeiten stoßen, bitten wir Sie sehr herzlich um Anregungen und Feedback, welches das Projektteam jederzeit gerne annimmt.","Should you encounter any problems or spot anything that does not look quite right, the project team would be delighted to hear your suggestions and feedback at any time.","If you encounter any problems or inconsistencies, we would greatly appreciate your suggestions and feedback, which the project team is always happy to accept."
"Sehr geehrte Damen und Herren, liebe Kolleg*innen,
 
am 11. Dezember 2023 geht das Serviceportal der Universität Bonn online und ersetzt das bisherige Intranet (www.uni-bonn.de/serviceportal).","Dear Sir or Madam, dear colleagues,
 
The University of Bonn’s Service Portal (www.uni-bonn.de/serviceportal) goes live on December 11, 2023, replacing the current intranet.","Dear Sir or Madam, dear colleagues,

On December 11, 2023, the Service Portal at the University of Bonn will go live and replace the existing intranet (www.uni-bonn.de/serviceportal)."
"Um das Serviceportal für Sie und die anderen Nutzer*innen so gewinnbringend wie möglich zu gestalten, bitte ich Sie ab sofort folgende Informationen und Hinweise zum künftigen Freigabeprozess von Anträgen und Formularen zu beachten.","To make the new portal as beneficial as possible for you and your fellow users, I would be grateful if, from now on, you could bear in mind the following information and instructions regarding the process for approving requests and forms in the future.","To make the Service Portal as beneficial as its Potential for you and other users, I ask you to, effective immediately, heed the following information and N.B. concerning the upcoming release process for applications and forms."
"Mit Go-live ermöglichen wir den Nutzer*innen, sämtliche über das Serviceportal verfügbaren Anträge und Formulare im PDF-Format, ohne Unterschrift, per E-Mail zu versenden (so wie wir es bereits während der Pandemiephase erfolgreich praktiziert haben).","When the Service Portal goes live, users will be able to submit all requests and forms available on it by email as PDFs without needing them to be signed (as we did successfully during the pandemic).","With go-live we enable users to send all applications and Forms available via the Service Portal in PDF format, without Signature, by Email (as we already successfully practiced during the pandemic phase)."
Die Anträge müssen von den Antragssteller*innen und Zeichnungsberechtigten direkt per E-Mail-Verlauf freigegeben werden.,Requests will need to be approved by the individuals submitting them and by the authorized signatories directly via the email workflow.,The applications must be approved directly by the applicants and authorized signatories via the Email thread.
Die in der E-Mail befindliche einfache elektronische Signatur ist hierfür ausreichend.,The simple electronic signature contained in an email will suffice for this purpose.,The simple electronic signature in the Email is sufficient for this.
"Das bedeutet für die Antragsbearbeiter*innen, dass Anträge, die ohne Unterschrift und per E-Mail, inklusive vollständigem Freigabeverlauf, gesendet wurden, bearbeitet werden müssen.","For anyone processing a request, this means that any that have been submitted unsigned by email and whose approval workflow has been completed will need to be actioned.","This means for the application processors that applications sent without a Signature and via Email, including the complete approval trail, must be processed."
"(beispielhafter Vorgang)
 
Die weitere Kommunikation mit den Antragssteller*innen sollte ebenfalls, so weit wie möglich, per E-Mail stattfinden.","(example process)
 
Any further communication with those who have submitted requests should also be done by email as far as possible.","(example process)

The further communication with the applicants should also, as far as Potential permits, take place via Email."
"Mit Go-live des Serviceportals ist es wichtig, dass die jeweiligen Kontaktmöglichkeiten, welche im Serviceportal angegeben wurden, erreichbar sind, oder eine Weiterleitung eingerichtet wird, sodass Anfragen möglichst schnell bearbeitet werden können.","When the Service Portal goes live, it is important that the people listed on it as contacts can actually be contacted, or a forwarding arrangement has been set up, so that inquiries can be dealt with as quickly as possible.","When the Service Portal goes live, N.B. that the contact options provided in the Service Portal must be reachable, or a forwarding must be arranged, so that inquiries can be handled as quickly as possible."
"Sollten Sie Fragen haben, steht Ihnen das Projektteam jederzeit gerne zur Verfügung.",Please do not hesitate to contact the project team at any time if you have any questions.,"If you have any questions, the project team is always available to assist you."
Hier finden Sie eine Übersicht der wichtigsten Notfallkontakte innerhalb und außerhalb der Universität Bonn.,Here you will find an overview of the main emergency contacts within and outside the University of Bonn.,Here you will find an Overview of the most important emergency contacts within and outside the University of Bonn.
Welche Art von Verletzung/Erkrankungen liegen vor?,What kind of injuries/illnesses are they suffering from?,What type of injury or illness is present?
Der Uni-Sicherheitsdienst ist rund um die Uhr für Ihre Sicherheit da.,The University’s security service is on hand to ensure your safety and security around the clock.,The university security service is on duty around the clock to ensure your safety.
"Über das Vorgehen bei Arbeitsunfällen informiert die Stabstelle Arbeits- und Umweltschutz auf seinem Arbeits-, Gesundheits- und Umweltschutzmanagementsystem.",The Occupational Safety and Environmental Protection Unit has details of what to do in the event of an accident at work in its Occupational Health & Safety and Environmental Protection Management System.,"Regarding the What to do for workplace accidents, the Staff Unit for Occupational and Environmental Protection informs through its occupational, health and environmental-protection management system."
"Bei Problemen mit Wasser, Strom, Heizung oder Klimatechnik hilft die Betriebstechnik der Universität Bonn gerne weiter.","The Equipment team at the University of Bonn will be happy to help if you encounter any problems with your water, electricity, heating or air conditioning.","If you have problems with water, electricity, heating or air‑conditioning, the technical services at the University of Bonn are happy to help."
Weitere Informationen finden Sie im Intranet.,Further information is available on the intranet.,More information can be found on the intranet.
Manche Notfälle gehen mit einem großen öffentlichen und Medien-Interesse einher.,Some emergencies attract significant public and media interest.,Some emergencies attract significant public and media interest.
Bitte wenden Sie sich direkt an das CERT bzw. IT-Sicherheitsteam der Universität Bonn.,Please contact the CERT or IT Security teamat the University of Bonn directly.,Please contact the CERT or the IT security team at the University of Bonn directly.
Hier finden Sie alle wichtigen Informationen und Kontaktdaten rund um die Campussicherheit.,you will find all the important information and contact details regarding campus safety here.,Here you will find all important information and contact details concerning campus safety.
Bestellungen für Sicherheitsdienstleistungen/Bewachungsdienstleistungen/Schließdienste und Garderobendienste sind ausschließlich per Mail an uns zu richten.,"Requests for security, surveillance, locking and checkroom services must be emailed to us.","Orders for security services, guard services, lock services, and cloakroom services should be sent to us only by email."
"Wir prüfen Ihr Anliegen sorgfältig in Bezug auf Sinnhaftigkeit und Budgetverfügbarkeit und,  und lösen für Sie die zu Ihren Bedürfnissen passende Bestellung bei dem von uns beauftragten Sicherheitsdienstleister aus.","We will review your request carefully to verify whether it is reasonable and within our budget and, if so, will place an order that meets your needs with the security services provider working on our behalf.","We are reviewing documents concerning your request for relevance and budget availability, and we will issue the purchase-order that best matches your needs with the security service provider we have commissioned."
Sie müssen uns kein PSP Element Mitteilen.,You do not need to provide us with a WBS element.,You do not need to provide us with a WBS element.
Alle Sicherheitsdienstleistungen werden aus zentralen Mitteln beglichen.,All security services are paid for out of central funds.,All security services are paid for out of central funds.
"Eine Bestellung über SRM oder über einen ""Conject"" Auftrag ist nicht möglich und wird nicht bearbeitet.",Orders placed via SRM or a “Conject” request cannot be accepted and will not be processed.,"A purchase-order regarding SRM or regarding a ""Conject"" commission has no Potential and will not be processed."
"Bei Feststellung eines Einbruches in ein Gebäude oder einen Raum ist der Bereich durch geeignete Maßnahmen (Absperren mit rot/weißem Band, Abringen eines Schildes etc.) zu sichern.","If you notice that a building or room has been broken into, the area must be secured by appropriate means (block it off using red and white tape, put up a sign, etc.).","When a break‑in into a building or a room is detected, the team must secure the area with appropriate measures (e.g., cordoning off with red‑white tape, removing a sign, etc.)."
"Es soll erreicht werden, dass der Bereich nicht betreten werden kann.",Make sure that nobody can enter the area.,Make sure that nobody can enter the area.
"Dies dient unter anderem der Sicherstellung von Spuren, die der Polizei bei der Aufklärung helfen können.","Among other things, this will help to preserve any clues that might aid the police in their investigation.","Among other things, this is intended to preserve evidence that can assist the Police in their investigation."
Räume in die eingebrochen wurde nicht betreten!,Do not enter any rooms that have been broken into!,Do not enter any rooms that have been broken into!
Kontaktieren Sie die Polizei über den Notruf 110.,Call the police on the emergency number 110.,Call the police on the emergency number 110.
Benachrichtigen Sie die entsprechende Clusterleitung der Abteilung 4.1.,Notify the relevant cluster head in Section 4.1.,Notify the relevant cluster head in Section 4.1.
"Die Abteilung 4.3 über zu beseitigende Mängel, je nach Dringlichkeit, telefonisch oder schriftlich per Dienstleistungsauftrag informieren.","Notify Section 4.3 of anything that needs fixing, either by phone or in a written service request if it is less urgent.","Inform Section 4.3 regarding defects to be remedied, depending on urgency, by phone or in writing via a service order."
"Beschädigte Türen, Fenster etc. notdürftig reparieren.","Repair any damaged doors, windows, etc. as best you can.","Repair any damaged doors, windows, etc. as best you can."
"Firmen von beschädigten Automaten sollten in Kenntnis gesetzt werden, sofern dies möglich ist.",Any companies that own machines (e.g. ticket or vending machines) that have been damaged should be notified where possible.,"Companies with damaged vending machines should be notified, as long as this is Potential."
"In den betreffenden Institutionen ist schriftlich der Schaden festzuhalten und sofern dies möglich ist, sind die Gegenstände aufzulisten.","The institutions concerned must make a written record of the damage or loss and, as far as possible, list the items that have been stolen or damaged.","In the relevant institutions, the damage must be recorded in writing, and if this is Potential, the items should be listed."
"Einen kurzen Bericht mit den Feststellungen zum Ereignis und den genauen Angaben zu den gestohlenen Gegenständen an den Sachgebiet Sicherheit 4.1 senden, damit die Strafverfolgung bearbeitet werden kann.",Send a short report with your findings concerning the incident and precise details of the stolen items to the Security Unit in Section 4.1 to support the prosecution process.,"Send a short report with the findings on the incident and the exact details of the stolen items to the Security Unit 4.1, so that the prosecution can be processed."
"Formulare und Anträge benötigen keine Unterschrift mehr, sondern müssen lediglich per E-Mail durch die Zeichnungsberechtigten genehmigt werden.",Forms and requests no longer need to be signed and merely require email approval from the authorized signatories.,Forms and applications no longer require a Signature; they only need to be approved by the authorized signatories via Email.
Das Bundesamt für Wirtschaft und Ausfuhrkontrolle (BAFA) hat eine Informationsbroschüre in Zusammenarbeit mit deutschen Forschungseinrichtungen veröffentlicht.,The Federal Office of Economics and Export Control (BAFA) has published an information brochure in partnership with a number of German research institutions.,The Federal Office for Industry and Export Control (BAFA) has published an information brochure in collaboration with German research institutions.
"Hier finden Sie unsere Sprachkurse, angeboten an der Universität Bonn und im Ausland.",Here you can find details of the language courses that we offer at the University of Bonn and abroad.,"Here you will find our language courses, offered at the University of Bonn and abroad."
Durch das Erlernen der englischen bzw. der deutschen Sprache erweitern Sie Ihre interkulturelle Kompetenz und lernen sich leichter im Alltag zu orientieren.,Learning English or German as a second language will improve your intercultural skills and make it easier for you to find your way around day to day.,"By learning English or German, you expand your intercultural skills and find it easier to navigate everyday life."
"Die Stabstelle Personalentwicklung, Organisationsentwicklung und Gesundheitsmanagement bietet regelmäßig englische Sprachkurse an.","Human Resource Development, Organizational Development and Health Management organizes English language courses on a regular basis.","The Human Resource Development, Organizational Development and Health Management department regularly offers English language courses."
Im Rahmen der Erasmus-Personalmobilität werden auch Intensiv-Englischkurse im englischsprachigen Ausland gefördert.,"In addition, intensive English courses in English-speaking countries are offered as part of Erasmus Staff Mobility.","Within the framework of Erasmus Staff Mobility, intensive english-courses in English‑speaking countries abroad are also supported."
Durch solche Intensivkurse im Ausland können die Teilnehmer*innen darüber hinaus Auslandserfahrung bekommen.,These intensive courses also give participants experience of living abroad.,"Through such intensive courses abroad, participants can also gain experience abroad."
Diese Kurse werden als Erasmus Auslandsaufenthalte gefördert.,These courses are eligible for funding as Erasmus stays abroad.,These courses are eligible for funding as Erasmus stays abroad.
"Für Rahmenbedingungen, Erasmus-Fördersätze u.ä. besuchen Sie unsere Seite zur Erasmus-Personalmobilität.","See our Erasmus Staff Mobility page for details of conditions, Erasmus funding rates, etc..","For general information, Erasmus funding rates, etc., please visit our page on Erasmus Staff Mobility."
Für Bewerbungsfristen und aktuelle Ausschreibungen für Englischkurse im Ausland finden Sie Informationen auf der Unterseite Englischkurse in Europa.,The “English courses in Europe” sub-page has details of what English courses abroad are currently inviting applications and what the corresponding deadlines are.,"For application deadlines and current listings of English courses abroad, you can find information on the English courses in Europe subpage."
"Hier finden Sie das Sprachkurs- und Serviceangebot der Abteilung Deutsch als Fremdsprache des Dezernat Internationales für alle internationalen Uni-Angehörigen, die Ihre Deutschkenntnisse erweitern und vertiefen möchten.",Here you can find details of the language courses and other services that the German as a Foreign Language section in the International Office offers to all international members of the University looking to improve and consolidate their German skills.,Here you will find the language courses and service offerings of the German as a Foreign Language Section of the International Office for All international university members who wish to expand and deepen their German proficiency.
Für das Französischkurs-Angebot besuchen Sie die Seite des Institut Français.,See the Institut Français web page for information on what French courses are available.,"For the French course quotation, visit the page of the Institut Français."
Besuchen Sie die Seite des Sprachlernzentrums für den Zugang zu den Lehrangeboten von Rosetta Stone.,You can gain access to Rosetta Stone language-learning courses by going to the Language Learning Center web page.,Visit the language learning centre’s page to access Rosetta Stone’s course offerings.
Informieren Sie sich über weitere Sprachangebote auch auf der Website des Deutschen Akademischen Austauschdienstes (DAAD).,Details of other language courses available can be found on the website of the German Academic Exchange Service (DAAD).,Get information regarding other language courses also on the website of the German Academic Exchange Service (DAAD).
"Die Universität Bonn fördert im Rahmen ihres Exzellenzprojekts „Internationalisierung der Verwaltung“ die internationale Qualifizierung von Mitarbeitenden in Form von Erasmus+ Personalmobilität, (Virtuellen) Staff Exchange, Sprachqualifizierung und Interkultureller Kompetenz.","As part of its “Internationalization of Administration” Excellence project, the University of Bonn is helping employees to gain international skills and expertise through Erasmus+ Staff Mobility, (virtual) staff exchanges, language training and intercultural competence.","The University of Bonn, within its excellence project “Internationalization of Administration,” promotes international training for employees through Erasmus+ staff mobility for training, (virtual) staff exchange, language training, and intercultural skills."
"Der Zentrale Übersetzungsservice unterstützt alle Mitarbeiter*innen der Universität Bonn dabei, deutsche Texte ins Englische zu übersetzen und englische Texte zu korrigieren.",The Central Translation Service helps all University of Bonn staff to get German documents translated into English and English texts reviewed and edited.,The Central translation-service supports All staff at the University of Bonn in translating German texts into English and correcting English texts.
Außerdem unterstützt das Deutsch-Englische-Glossar bei der einheitlichen Verwendung typischer universitärer  Begriffe.,The German-English Glossary also supports the consistent usage of typical university-specific concepts and terms.,"Furthermore, the German‑English glossary aids in the consistent use of typical university terms."
"die Sicherstellung des Arbeits-, Gesundheits- und Brandschutzes.",Ensuring occupational health and safety and fire safety.,Ensuring occupational health and safety and fire safety.
Dazu zählen alle fest mit dem Gebäude verbundenen technischen Einbauten - mit Ausnahme der Datennetze.,including all technical installations fixed permanently to a building apart from data networks.,This includes all technical installations permanently attached to the building – with Exception of data networks.
Störungen/Reparaturbedarf und jegliche Art von Dienstleistungen melden Sie bitte über das Meldeportal.,"Please use the reporting portal to let us know of any problems, any repairs that are needed and any kind of service that you require.","Please report any disturbances, repair needs, and all types of Services through the reporting portal."
Gemäß geltenden Rechtsvorschriften (Arbeitsschutzgesetz) und Vorschriften der Unfallkasse (Unfallverhütungsvorschrift „Grundsätze der Prävention“) müssen Arbeiten verschiedener Arbeitgeber*innen zur Vermeidung möglicher Gefährdungen aufeinander abgestimmt sein.,"To avoid possible hazards, the work performed by different employers must be coordinated in accordance with applicable legal provisions (German Occupational Health and Safety Act (Arbeitsschutzgesetz)) and accident insurance fund regulations (Accident Prevention Regulation “Principles of Prevention”).","According to the applicable legal regulations (Occupational Safety Act) and the regulations of the accident insurance fund (accident prevention regulation “Basic principles of prevention”), work carried out by different employers must be coordinated to prevent possible hazards."
"Die Fremdfirma stellt sicher, dass alle ihre Mitarbeiter*innen über die erforderliche Sachkunde zur Ausführung der Vertragsarbeiten verfügen und weist dies auf Verlangen der Universität nach.",The contractor shall ensure that all its employees have the expertise required to perform the contract work and shall provide proof of this upon request by the University.,The external company ensures that all its employees possess the required expertise regarding the execution of the contract work and provides proof of this upon the University's request.
"Sollten Sie Fragen haben, melden Sie sich gerne telefonisch bei uns.",You are welcome to call us if you have any questions.,You are welcome to call us if you have any questions.
Der Transport von Gefahrengütern und Chemikalien muss grundsätzlich getrennt von der Personenbeförderung erfolgen.,Hazardous goods and chemicals must always be transported separately from passengers.,The transport of hazardous goods and chemicals must generally be kept separate from passenger transport.
Der Anwendungsbereich findet sich in Gebäuden mit mehreren Etagen um den Transport zu vereinfachen oder um eine Barrierefreiheit herzustellen.,Elevators are used in buildings with several floors to make transporting items easier or ensure accessibility.,The application area is in multi‑storey buildings to simplify transport or to provide accessibility.
Ggf. mit direkter Alarmierung der Feuerwehr zur Vermeidung von Personen und höheren Sachschäden.,potentially including a mechanism to alert the fire service directly to prevent injury and major property damage.,"If necessary, directly alert the fire brigade to prevent casualties and greater property damage."
"Elektrische Anschlüsse aller Art, wie Festanschlüsse für größere Verbraucher*innen in Laboren und Werkstätten.","Electrical connections of all kinds, such as fixed connections for major consumers in laboratories and workshops.","Electrical connections of all types, such as fixed connections for larger loads in laboratories and workshops."
Über die Equipmentnummer stehen uns schnell alle hinterlegten Daten zur Verfügung.,We can access all the stored data quickly via the unique number assigned to each piece of equipment.,"Regarding the equipment number, we can quickly access All stored data."
Beleuchtungsanlagen der Universität im Innenbereich und Außenbereich (außer Leuchtmittelwechsel).,light fittings inside and outside University premises (excluding changing light bulbs).,light fittings inside and outside University premises (excluding changing light bulbs).
Bei Störungen oder Ausfällen ist ein Dienstleistungsantrag mit einer genauen Problem-Beschreibung über das Meldeportal zu erstellen.,"If anything develops a fault or stops working altogether, please create a service request in the reporting portal containing a precise description of the problem.","In the event of disturbances or failures, a service request with a detailed problem description must be submitted through the reporting portal."
"Wir überwachen Gebäude mit hohen Energieverbräuchen und planen Maßnahmen, die den Energieverbrauch reduzieren und die Energieeffizienz maximieren.",We monitor buildings that consume a lot of energy and plan ways to reduce this consumption and make them as energy-efficient as possible.,We monitor buildings with high energy consumption and plan measures that reduce energy use and maximize energy efficiency.
Bitte erstellen Sie einen Dienstleistungsantrag über das Meldeportal.,Please create a service request on the reporting portal.,Please create a service request on the reporting portal.
ist ein Dienstleistungsantrag über das Meldeportal mit Angabe der Equipmentnummer des Feuerlöschers zu erstellen.,"you should create a service request on the reporting portal, indicating the equipment number on the fire extinguisher.","A service request regarding the reporting portal, specifying the equipment number of the fire extinguisher, must be created."
Die Equipmentnummer befindet sich neben dem Feuerlöscher an der Wand.,You will find this on the wall next to the extinguisher.,You will find this on the wall next to the extinguisher.
"Dazu gehören: alle Anlagen, die der Zufuhr von Heizwärme dienen.",This includes: all equipment designed to supply heat.,This includes all installations that serve the supply of heating.
"Trinkwasser, Laborwasser, Abwasser und Erdgas führende Anlagen; WC-Anlagen und Duschen.","Equipment and facilities carrying drinking water, laboratory water, wastewater and natural gas; toilets and showers.","Primary drinking water, laboratory water, wastewater and natural gas systems; toilet facilities and showers."
Bei einer mechanischen Lüftung wird frische Außenluft mittels Ventilatoren angesaugt und mithilfe Belüftungskanälen und Ventilatoren im Gebäude verteilt.,"With mechanical ventilation, fresh air is sucked in from outside with the help of fans and distributed within the building using more fans and ventilation ducts.","In a mechanical ventilation system, fresh outdoor air is drawn in by fans and distributed throughout the building using ventilation ducts and fans."
"Erzeugen mittels eines Kompressors kalte Luft oder kaltes Wasser, das zur Kühlung von Prozessen/Geräten/Raumluft etc. benötigt wird.","These use a compressor to generate cold air or cold water needed to cool processes, equipment, the indoor air, etc.","Produce cold air or cold water using a compressor, which is required for cooling processes, equipment, room air, etc."
"Dienen der Erzeugung und Aufrechterhaltung einer angenehmen oder benötigten Raumluft-Qualität (bezüglich Temperatur, Feuchtigkeit).",They are used to generate and maintain a pleasant or required quality of indoor air (in terms of temperature and humidity).,Serve to generate and maintain a pleasant or required indoor air quality (with respect to temperature and humidity).
Sie schaffen in Gebäuden/Räumen etc. die notwendigen Umgebungsbedingungen für technische Anlagen/Prozesse/Experimente/biologisches Material etc. oder ein für den Menschen angenehmes Raumklima.,"Within buildings, rooms, etc., they create the ambient conditions required for technical systems, processes, experiments, organic material, etc. or a pleasant room climate for the people working in them.","They establish the required environmental conditions in buildings, rooms, etc., for technical attachments, processes, experiments, biological material, and so on, or a room climate that is pleasant for humans."
Melden Sie sich gerne bei uns und wir helfen Ihnen weiter!,"please do not hesitate to get in touch with us, and we will help you out.",Feel free to contact us and we'll help you further!
Bei Störungen oder Ausfällen der unten genannten Anlagen ist ein Dienstleistungsantrag mit einer genauen Problem-Beschreibung über das Meldeportal zu erstellen.,"If any of the systems listed below develop a fault or stop working altogether, please create a service request in the reporting portal containing a precise description of the problem.","In the event of disturbances or failures of the attachments listed below, a service request with a detailed problem description must be submitted via the reporting portal."
"Um den Workflow rund um die noch vorhandenen digitalen PDF-Anträge zu erleichtern, kann der unten aufgeführte Prozess via E-Mail verwendet werden.",The email-based process explained below can be used to simplify the workflow for requests that are still to be submitted electronically as PDFs.,"To simplify the workflow surrounding the remaining digital PDF applications, the process listed below can be used via Email."
"Wir arbeiten weiterhin hart daran, PDF-Formulare durch komplett digitalisierte Formulare zu ersetzen, welche an bereits bestehende Datenbanken angebunden werden können.",We are still working hard to replace PDF forms with fully digitized equivalents that can be linked to existing databases.,We continue to work hard to replace PDF forms with fully digitized forms that can be linked to existing databases.
"Bis dahin bitten wir Sie um etwas Geduld, die sich lohnen wird, wenn die entsprechenden Daten dann nicht nur digital eingeben werden können, sondern auch gleichzeitig bereits in Datenbanken hinterlegt werden können.","Until then, we would ask for your patience. Rest assured that the wait will definitely be worth it when the corresponding data can not only be entered online but also stored in databases there and then.","Until then, we ask for a bit of patience, which will be worth it when the relevant data can not only be entered digitally, but also at the same time already be stored in databases."
"Es reicht, wenn jeder Zeichnungsberechtigte eine entsprechende E-Mail von seinem eigenen Account sendet und alle weiteren Empfänger*innen weiterhin in Cc führt.",All that now needs to happen is for every authorized signatory to send a corresponding email from their account and keep all other recipients in cc.,It is sufficient that each authorized signatory sends the appropriate Email from his own account and keeps all other recipients in Cc.
Dieser Prozess gilt nur für und zwischen Mitarbeiter*innen der Universität Bonn.,this process is only valid for and among University of Bonn staff.,This process applies only to and between employees at the University of Bonn.
"Formulare und Anträge benötigen keine Unterschrift mehr, sondern müssen lediglich per E-Mail durch die Zeichnungsberechtigten genehmigt werden.",Forms and requests no longer need to be signed and merely require email approval from the authorized signatories.,Forms and applications no longer require a Signature; they only need to be approved by the authorized signatories via Email.
Das Portal löst das alte Intranet ab und führt alle Informationen und Services rund um die Universitätsverwaltung themenorientiert zusammen.,"Replacing the old intranet, the portal brings together all the information and services relating to central administration and arranges them neatly by topic.",The portal replaces the old intranet and consolidates all information and services related to university administration in a topic‑oriented manner.
So können auch Nutzende ohne Struktur- und Organisationskenntnisse schnell und einfach die benötigten Informationen auffinden können.,This means that even users without an in-depth knowledge of the University’s setup can find what they need quickly and easily.,"Thus, even users without structural and organizational knowledge can quickly and easily find the information they need."
Aktuell liegt beispielsweise ein Fokus auf dem Ausbau der englischsprachigen Version des Portals.,"One of the current areas of focus, for example, is expanding its English-language version.","Currently, for example, the focus is on expanding the English-language version of the portal."
„Das Serviceportal ist ein Meilenstein für unsere Universität.,“The Service Portal is a landmark achievement for our University.,The Service Portal is a landmark achievement for our University.
"„Ich bin stolz auf das Projektteam, das mit großem Einsatz einen sehr wertvollen Beitrag zum Erfolg unserer Uni geleistet hat.","“I’m proud of the project team, who have made a highly valuable contribution to the success of our University with their hard work and dedication.","I am proud of the project team, which, with great dedication, has made a very valuable contribution to the success of our university."
Sicher haben Sie schon mal gespinkst oder mussten Informationen finden und haben dafür das neue Serviceportal genutzt?!,"We bet you’ve already had a quick peek or used the new Service Portal to find that piece of information you needed, haven’t you?",Surely you've already taken a leak or needed to find information and used the new Service Portal for that?
"Wir hoffen, Sie haben schnell gefunden, was Sie brauchen und fühlen sich gut informiert!",We hope it didn’t take long for you to get to what you were looking for and you now have all the answers.,We hope you quickly found what you needed and feel well informed!
"Bei Schwierigkeiten, Fragen oder Anmerkungen, schreiben Sie gerne an serviceportal@verwaltung.uni-bonn.de oder wenden sich an Lena Zimmer, T: 73-5725 oder Daniel Epple, T: - 5787.","If you have any problems, questions or comments, please don’t hesitate to email serviceportal@verwaltung.uni-bonn.de or call Lena Zimmer on 73-5725 or Daniel Epple on 5787.","If you have any difficulties, questions or comments, feel free to write to serviceportal@verwaltung.uni-bonn.de or contact Lena Zimmer, tel: 73‑5725, or Daniel Epple, tel: 5787."
Die Abteilung für Wissenschaftskommunikation freut sich über Ihre Anfrage!,The Science Communication section is looking forward to hearing from you.,The Science Communication section is looking forward to hearing from you!
"Universitätsangehörige sind immer wieder aufgefordert, mit verschiedenen Zielgruppen, Multiplikator*innen und Stakeholdern zielgerichtet zu kommunizieren.","Members of the University often find themselves having to communicate with various target groups, multipliers and stakeholders.","University members are repeatedly urged to communicate purposefully with various target groups, multipliers and stakeholders."
"Die Kommunikationsberatung zeigt, wie Sie ihr Interesse zielgerichtet und effektiv vertreten können.",Communications advice can show you how you can represent your interests in a targeted and effective way.,The communications-advice shows how you can represent your interest in a focused and effective manner.
"Beispielsweise dann, wenn sich Uni-Angehörige fragen, ob sie mit dem aktuellen Förderantrag Mittel für Wissenschaftskommunikation / PR beantragen sollen.","For example, when members of the University ask whether they are expected to apply for funding for academic communication or PR activities with their current funding application.","For example, when university staff wonder whether they should request funds for science communication/PR in the current funding application."
"Wenn ein künftiges teilnehmerfinanziertes Master-Programm vor der Akkreditierung steht und sich bereits Fragen zur Kommunikationsarbeit stellen, sowohl inhaltlich als auch personell und finanziell.",When an upcoming participant-funded master’s program is about to undergo accreditation and questions about communications work—concerning content as well as personnel and finances—have already begun to emerge.,If a forthcoming participant‑funded master’s program is awaiting accreditation and questions about its communication work are already arising—both regarding content and staffing and financing.
Oder wenn ein Projektabschluss bestimmten Zielgruppen gegenüber wirksam positioniert soll - dann kann eine Kommunikationsberatung helfen.,Or when the completion of a project needs to be showcased effectively to certain target groups—these are all situations in which communications advice can help.,"Or, if a project’s completion needs to be positioned effectively for certain target groups, then communications‑advice can help."
Es entsteht ein Zeitplan sowie ein Überblick zu den voraussichtlichen Kosten.,producing a timetable and an overview of likely costs.,Producing a timetable and an overview of likely costs.
"Der Nutzen für die Uni-Kolleg*innen kann darin bestehen, sich einen Umweg gespart zu haben, eine gute Idee oder einen hilfreichen Kontakt mitzunehmen, am (vorläufigen) Beratungsende ein Kommunikationskonzept zu haben sowie zielgerichtet eine Kampagne zu starten.","University colleagues can benefit in various ways: saving themselves time and effort, acquiring a good idea or useful contact, having a communications concept in place at the (provisional) end of the consultation, or launching a campaign in a targeted way.","The benefit for university colleagues may be that they avoid an unnecessary detour, gain a good idea or a useful Contact, have a communication concept ready at the (preliminary) end of the consultation, and be able to launch a targeted campaign."
"Für die spezifischen Anforderungen eines Kanals (z.B. Instagram, Newsletter, forsch) oder eines bestimmten Medienproduktes (Pressemitteilung, Podcast, Post) sind wie bisher die jeweils zuständigen und erfahrenen Kolleg*innen der Fachabteilungen die richtigen Ansprechpartner.","the relevant, highly experienced colleagues in the specialist departments are still your go-to contacts for the specific requirements of a channel (e.g. Instagram, the newsletter or “forsch”) or a particular media product (press release, podcast, post).","For the specific requirements of a channel (e.g., Instagram, newsletter, forsch) or a particular media product (press release, podcast, post), the appropriate contacts remain the responsible and experienced colleagues in the respective specialist departments."
